SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2850 Divisadero St,San Francisco,CA,94123,17000000,5,6.5,San Francisco,7390,3092,1905,3,2300,,Active,,,http://www.redfin.com/CA/San-Francisco/2850-Divisadero-St-94123/home/1358647,San Francisco MLS,421585960,N,Y,37.7960624,-122.4418293
MLS Listing,,Single Family Residential,2043 46th Ave,San Francisco,CA,94116,995000,2,2.0,San Francisco,1195,3000,1940,3,833,,Active,September-25-2021 01:00 PM,September-25-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2043-46th-Ave-94116/home/1500897,San Francisco MLS,421596494,N,Y,37.7483886,-122.5053274
MLS Listing,,Multi-Family (2-4 Unit),1 - 3 Downey St,San Francisco,CA,94117,2599000,6,3.0,San Francisco,2725,1999,1904,3,954,,Active,September-26-2021 01:00 PM,September-26-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1-Downey-St-94117/home/1877590,San Francisco MLS,421571699,N,Y,37.7667792,-122.4472671
MLS Listing,,Multi-Family (2-4 Unit),1039 - 1041 Green St,San Francisco,CA,94133,9500000,5,,San Francisco,5250,3872,1885,3,1810,,Active,,,http://www.redfin.com/CA/San-Francisco/1039-Green-St-94133/home/880477,San Francisco MLS,421595396,N,Y,37.7983967,-122.4162803
MLS Listing,,Single Family Residential,175 Robinhood Dr,San Francisco,CA,94127,1798000,3,3.0,San Francisco,1570,2696,1951,3,1145,,Active,September-26-2021 12:00 PM,September-26-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/175-Robinhood-Dr-94127/home/1612725,San Francisco MLS,421596412,N,Y,37.7367481,-122.4548845
MLS Listing,,Condo/Co-op,2425 Market St #7,SAN FRANCISCO,CA,94114,998000,2,1.0,SAN FRANCISCO,878,,1981,3,1137,623,Active,September-25-2021 11:00 AM,September-25-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2425-Market-St-94114/unit-7/home/1453986,MLSListings,ML81863607,N,Y,37.7620667,-122.4356428
MLS Listing,,Multi-Family (2-4 Unit),3240 26th St,San Francisco,CA,94110,1495000,4,4.5,San Francisco,3250,3250,1904,3,460,,Active,September-25-2021 01:00 PM,September-25-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/3240-26th-St-94110/home/114078716,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40967958,N,Y,37.7493517,-122.4147708
MLS Listing,,Single Family Residential,942 Naples St,SAN FRANCISCO,CA,94112,789000,1,1.0,SAN FRANCISCO,950,2509,1922,3,831,,Active,,,http://www.redfin.com/CA/San-Francisco/942-Naples-St-94112/home/1912428,MLSListings,ML81863593,N,Y,37.7149587,-122.4359835
MLS Listing,,Condo/Co-op,1303 Waller St,San Francisco,CA,94117,1350000,3,1.0,San Francisco,1334,,,3,1012,239,Active,September-26-2021 10:00 AM,September-26-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/1303-Waller-St-94117/home/55244520,San Francisco MLS,421596815,N,Y,37.7691754,-122.4452936
MLS Listing,,Single Family Residential,30 Bernice St,San Francisco,CA,94103,1795000,3,2.5,San Francisco,2062,1851,1907,3,871,,Active,,,http://www.redfin.com/CA/San-Francisco/30-Bernice-St-94103/home/700651,BAREIS,421596613,N,Y,37.7698903,-122.4141695
MLS Listing,,Multi-Family (2-4 Unit),25 - 27 Morrell St,San Francisco,CA,94109,1750000,0,,San Francisco,1888,1337,1923,3,927,,Active,,,http://www.redfin.com/CA/San-Francisco/25-Morrell-St-94109/home/545721,San Francisco MLS,421594776,N,Y,37.7956992,-122.4193034
MLS Listing,,Condo/Co-op,1501 Filbert St Unit 6B,San Francisco,CA,94123,1549000,2,2.0,San Francisco,1192,10900,2014,3,1299,679,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1501-Filbert-St-94123/unit-6B/home/110051473,San Francisco MLS,421595195,N,Y,37.7991911,-122.4245164
MLS Listing,,Condo/Co-op,564 Wisconsin St,San Francisco,CA,94107,1198000,2,2.0,San Francisco,1175,79531,1978,3,1020,848,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/564-Wisconsin-St-94107/home/974211,San Francisco MLS,421596554,N,Y,37.760432,-122.399459
MLS Listing,,Single Family Residential,63 Encanto Ave,San Francisco,CA,94115,2190000,2,3.0,San Francisco,2180,4216,1948,3,1005,,Active,September-25-2021 01:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/63-Encanto-Ave-94115/home/1181433,San Francisco MLS,421596591,N,Y,37.7807133,-122.4438707
MLS Listing,,Single Family Residential,2571 28th Ave,San Francisco,CA,94116,1388000,3,1.0,San Francisco,1425,3000,1938,3,974,,Active,,,http://www.redfin.com/CA/San-Francisco/2571-28th-Ave-94116/home/1101742,BAREIS,421590220,N,Y,37.7394504,-122.4853654
MLS Listing,,Single Family Residential,822 Duncan St,San Francisco,CA,94131,2749000,4,3.0,San Francisco,2320,3040,,3,1185,,Active,,,http://www.redfin.com/CA/San-Francisco/822-Duncan-St-94131/home/1982410,San Francisco MLS,421592562,N,Y,37.7455824,-122.4385397
MLS Listing,,Condo/Co-op,170 King St #930,San Francisco,CA,94107,1225000,2,2.0,San Francisco,,42969,2007,3,,784,Active,,,http://www.redfin.com/CA/San-Francisco/170-King-St-94107/unit-930/home/17304729,San Francisco MLS,421582607,N,Y,37.7787673,-122.3915505
MLS Listing,,Condo/Co-op,1945 Washington St #412,San Francisco,CA,94109,749000,1,1.0,San Francisco,653,17557,1987,4,1147,577,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1945-Washington-St-94109/unit-412/home/891183,San Francisco MLS,421596584,N,Y,37.7925414,-122.4254555
MLS Listing,,Single Family Residential,1 Twin Peaks Blvd,San Francisco,CA,94114,1895000,3,4.0,San Francisco,3132,7148,1951,4,605,,Active,,,http://www.redfin.com/CA/San-Francisco/1-Twin-Peaks-Blvd-94114/home/674383,San Francisco MLS,421593748,N,Y,37.7604777,-122.4466132
MLS Listing,,Single Family Residential,1450 19th Ave,San Francisco,CA,94122,1299000,5,3.0,Sunset,2169,2500,2000,4,599,,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1450-19th-Ave-94122/unit-1/home/1143761,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40967840,N,Y,37.760751,-122.476566
MLS Listing,,Condo/Co-op,870 Harrison St #206,San Francisco,CA,94107,699000,1,1.0,San Francisco,,,2015,4,,634,Active,September-25-2021 11:30 AM,September-25-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/870-Harrison-St-94107/unit-206/home/109686972,San Francisco MLS,421596563,N,Y,37.7797695,-122.401375
MLS Listing,,Condo/Co-op,279 Laidley St,San Francisco,CA,94131,1150000,2,1.0,San Francisco,1293,2272,1912,4,889,390,Active,,,http://www.redfin.com/CA/San-Francisco/279-Laidley-St-94131/home/28938913,San Francisco MLS,421595036,N,Y,37.7377751,-122.4280591
MLS Listing,,Condo/Co-op,1390 Hayes St #4,San Francisco,CA,94117,949000,1,1.0,San Francisco,807,2841,1929,4,1176,562,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1390-Hayes-St-94117/unit-4/home/1417592,San Francisco MLS,421596561,N,Y,37.7750336,-122.4392615
MLS Listing,,Condo/Co-op,1080 Sutter St #301,San Francisco,CA,94109,1250000,3,2.0,San Francisco,1225,7000,2014,4,1020,870,Active,,,http://www.redfin.com/CA/San-Francisco/1080-Sutter-St-94109/unit-301/home/69054814,San Francisco MLS,421594742,N,Y,37.788251,-122.418101
MLS Listing,,Single Family Residential,33 Rice St,Daly City,CA,94014,799950,2,1.0,Daly City,1210,2775,1927,4,661,,Active,,,http://www.redfin.com/CA/Daly-City/33-Rice-St-94014/home/556234,San Francisco MLS,421596560,N,Y,37.7079972,-122.4571844
MLS Listing,,Condo/Co-op,560 Haight St #107,San Francisco,CA,94117,1950000,2,2.5,San Francisco,2075,,1925,4,940,883,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/560-Haight-St-94117/unit-107/home/854256,San Francisco MLS,421596532,N,Y,37.7721919,-122.4315286
MLS Listing,,Single Family Residential,680 Douglass St,San Francisco,CA,94114,4795000,5,5.0,San Francisco,4006,2495,2013,4,1197,,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/680-Douglass-St-94114/home/682599,San Francisco MLS,421583271,N,Y,37.7529534,-122.4389167
MLS Listing,,Condo/Co-op,1980 Sutter St #317,San Francisco,CA,94115,1295000,2,2.0,San Francisco,1396,27617,1984,4,928,720,Active,September-26-2021 01:00 PM,September-26-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1980-Sutter-St-94115/unit-317/home/102818121,San Francisco MLS,421593645,N,Y,37.7862668,-122.4329775
MLS Listing,,Condo/Co-op,3190 Clay St,San Francisco,CA,94115,2250000,2,2.5,San Francisco,2160,2341,1905,4,1042,,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3190-Clay-St-94115/home/1375171,San Francisco MLS,421589894,N,Y,37.7894142,-122.4455328
MLS Listing,,Single Family Residential,2500 Broadway St,San Francisco,CA,94115,17000000,6,6.0,San Francisco,7045,3746,1894,4,2413,,Active,,,http://www.redfin.com/CA/San-Francisco/2500-Broadway-94115/home/1126796,San Francisco MLS,421595472,N,Y,37.7940726,-122.4384298
MLS Listing,,Single Family Residential,157 Bayview Cir,San Francisco,CA,94114,899000,3,2.0,San Francisco,1594,2012,1985,4,564,426,Active,September-25-2021 12:00 PM,September-25-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/157-Bayview-Cir-94124/home/1149505,San Francisco MLS,421595413,N,Y,37.734093,-122.3952016
MLS Listing,,Condo/Co-op,33 Hartford St,San Francisco,CA,94114,1549000,3,2.0,San Francisco,1532,3271,1907,4,1011,248,Active,September-25-2021 01:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/33-Hartford-St-94114/unit-1/home/709648,San Francisco MLS,421587693,N,Y,37.762002,-122.433678
MLS Listing,,Multi-Family (5+ Unit),1450 47th Ave,San Francisco,CA,94122,1695000,9,6.0,San Francisco,3614,2996,1909,4,469,,Active,,,http://www.redfin.com/CA/San-Francisco/1450-47th-Ave-94122/home/1516347,San Francisco MLS,421596511,N,Y,37.7594249,-122.506603
MLS Listing,,Condo/Co-op,990 Duncan St Unit 304G,San Francisco,CA,94131,995000,2,2.0,San Francisco,1175,6897,1972,4,847,695,Active,,,http://www.redfin.com/CA/San-Francisco/990-Duncan-St-94131/unit-304G/home/1850833,San Francisco MLS,421596502,N,Y,37.7453002,-122.4425216
MLS Listing,,Single Family Residential,1839 25th Ave,San Francisco,CA,94122,1249000,3,2.0,San Francisco,1924,2996,1939,4,649,,Active,September-26-2021 01:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1839-25th-Ave-94122/home/904056,San Francisco MLS,421593541,N,Y,37.7531858,-122.4830993
MLS Listing,,Single Family Residential,2919 California St,San Francisco,CA,94115,3995000,4,3.5,San Francisco,3427,2406,1900,4,1166,,Active,September-25-2021 12:00 PM,September-25-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/2919-California-St-94115/home/1305577,San Francisco MLS,421595620,N,Y,37.7874902,-122.442901
MLS Listing,,Condo/Co-op,858 Capp St #2,San Francisco,CA,94110,1069000,1,2.0,San Francisco,1015,,2021,4,1053,432,Active,September-26-2021 12:00 PM,September-26-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/858-Capp-St-94110/unit-2/home/175116001,San Francisco MLS,421596415,N,Y,37.7529271,-122.4176769
MLS Listing,,Single Family Residential,550 El Camino Del Mar,San Francisco,CA,94121,4975000,3,4.5,San Francisco,3605,3576,1958,4,1380,,Active,,,http://www.redfin.com/CA/San-Francisco/550-El-Camino-Del-Mar-94121/home/1324126,San Francisco MLS,421594786,N,Y,37.7875379,-122.4899528
MLS Listing,,Condo/Co-op,29 Oakwood St #13,San Francisco,CA,94110,349507,2,2.0,San Francisco,1136,39407,2008,4,308,584,Active,,,http://www.redfin.com/CA/San-Francisco/29-Oakwood-St-94110/unit-13/home/23424260,San Francisco MLS,421596483,N,Y,37.7609862,-122.4249233
MLS Listing,,Condo/Co-op,1855 Jones St,San Francisco,CA,94109,3895000,4,3.0,San Francisco,2835,1913,1939,4,1374,550,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1855-Jones-St-94109/home/11743229,San Francisco MLS,421587175,N,Y,37.7983819,-122.4157241
MLS Listing,,Single Family Residential,1559 18th Ave,San Francisco,CA,94122,1295000,3,2.0,San Francisco,1607,2495,1939,4,806,,Active,September-25-2021 11:00 AM,September-25-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1559-18th-Ave-94122/home/1980035,San Francisco MLS,421596074,N,Y,37.7587646,-122.4759697
MLS Listing,,Condo/Co-op,244 Downey St #1,San Francisco,CA,94117,760000,1,1.0,San Francisco,616,1982,1906,4,1234,250,Active,September-25-2021 11:00 AM,September-25-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/244-Downey-St-94117/unit-1/home/600482,San Francisco MLS,421596356,N,Y,37.7646921,-122.4464867
MLS Listing,,Condo/Co-op,901 Powell St #6,San Francisco,CA,94108,1895000,2,2.0,San Francisco,1562,4758,1912,4,1213,,Active,September-25-2021 11:00 AM,September-25-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/901-Powell-St-94108/unit-6/home/547207,San Francisco MLS,421591796,N,Y,37.7930687,-122.4096512
MLS Listing,,Condo/Co-op,3301 Mission St #202,SAN FRANCISCO,CA,94110,1095000,3,2.0,SAN FRANCISCO,920,,1991,5,1190,420,Active,,,http://www.redfin.com/CA/San-Francisco/3301-Mission-St-94110/unit-202/home/760600,MLSListings,ML81863390,N,Y,37.7440287,-122.4204617
MLS Listing,,Condo/Co-op,1750 Taylor St #1601,San Francisco,CA,94133,11000000,3,3.5,San Francisco,3640,35706,1961,5,3022,,Active,,,http://www.redfin.com/CA/San-Francisco/1750-Taylor-St-94133/unit-1601/home/12400682,San Francisco MLS,421596443,N,Y,37.7988047,-122.4131897
MLS Listing,,Single Family Residential,320 Day St,San Francisco,CA,94131,995000,0,1.0,San Francisco,2158,2848,1900,5,461,,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/320-Day-St-94131/home/1389680,San Francisco MLS,421593749,N,Y,37.7428746,-122.4294051
MLS Listing,,Townhouse,11 Bowman Ct,San Francisco,CA,94124,780000,2,2.0,San Francisco,1219,896,1992,5,640,65,Active,,,http://www.redfin.com/CA/San-Francisco/11-Bowman-Ct-94124/home/741396,San Francisco MLS,421595395,N,Y,37.7377663,-122.3821456
MLS Listing,,Single Family Residential,2523 Steiner St,San Francisco,CA,94115,4980000,3,3.5,San Francisco,2820,1036,1914,5,1766,,Active,,,http://www.redfin.com/CA/San-Francisco/2523-Steiner-St-94115/home/1538961,San Francisco MLS,421594449,N,Y,37.7927839,-122.4365718
MLS Listing,,Condo/Co-op,530 Chestnut St Unit C102,San Francisco,CA,94133,1695000,2,2.5,San Francisco,1612,44688,2001,6,1051,918,Active,,,http://www.redfin.com/CA/San-Francisco/530-Chestnut-St-94133/unit-C102/home/114071978,San Francisco MLS,421596086,N,Y,37.8043618,-122.4124476
MLS Listing,,Condo/Co-op,960 Market St #215,San Francisco,CA,94102,1205000,2,2.0,San Francisco,878,,,6,1372,865,Active,,,http://www.redfin.com/CA/San-Francisco/960-Market-St-94102/unit-215/home/176466462,San Francisco MLS,421596365,N,Y,37.7831239,-122.4095552
MLS Listing,,Condo/Co-op,261 Missouri St,San Francisco,CA,94107,1750000,3,2.5,San Francisco,1615,2527,1900,6,1084,400,Active,September-25-2021 01:00 PM,September-25-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/261-Missouri-St-94107/home/69371425,San Francisco MLS,421595905,N,Y,37.7630835,-122.3964844
MLS Listing,,Multi-Family (2-4 Unit),3127 Anza St,San Francisco,CA,94121,2288000,7,5.5,San Francisco,3420,2500,1989,7,669,,Active,,,http://www.redfin.com/CA/San-Francisco/3127-Anza-St-94121/home/615736,San Francisco MLS,421587803,N,Y,37.778039,-122.481901
MLS Listing,,Single Family Residential,530 Nevada St,San Francisco,CA,94110,1098888,2,1.0,Bernal Heights,900,1751,1942,7,1221,,Active,September-25-2021 12:00 PM,September-25-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/530-Nevada-St-94110/home/2019648,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40967692,N,Y,37.7353554,-122.4119176
MLS Listing,,Single Family Residential,67 Chula Ln,San Francisco,CA,94114,1595000,2,1.0,San Francisco,,3149,1900,7,,,Active,September-25-2021 11:00 AM,September-25-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/67-Chula-Ln-94114/home/1917312,San Francisco MLS,421576504,N,Y,37.7637612,-122.4283154
MLS Listing,,Multi-Family (2-4 Unit),2401 23rd St,San Francisco,CA,94110,1695000,4,2.5,San Francisco,2250,1873,1916,7,753,,Active,September-26-2021 11:00 AM,September-26-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2401-23rd-St-94110/home/735676,San Francisco MLS,421596132,N,Y,37.7543782,-122.4040035
MLS Listing,,Condo/Co-op,750 Van Ness Ave #1102,San Francisco,CA,94102,430000,0,1.0,San Francisco,391,15582,2008,7,1100,621,Active,,,http://www.redfin.com/CA/San-Francisco/750-Van-Ness-Ave-94102/unit-1102/home/17304518,San Francisco MLS,421596244,N,Y,37.7824388,-122.4203287
MLS Listing,,Multi-Family (2-4 Unit),574 - 576 8th Ave,San Francisco,CA,94118,2150000,6,2.0,San Francisco,3472,3250,1906,7,619,,Active,,,http://www.redfin.com/CA/San-Francisco/574-8th-Ave-94118/home/942508,San Francisco MLS,421596134,N,Y,37.7776388,-122.4658591
MLS Listing,,Condo/Co-op,825 La Playa St #227,San Francisco,CA,94121,725000,1,1.0,San Francisco,784,26603,1983,7,925,758,Active,,,http://www.redfin.com/CA/San-Francisco/825-La-Playa-St-94121/unit-227/home/622607,San Francisco MLS,421596210,N,Y,37.7727719,-122.5102626
MLS Listing,,Single Family Residential,22 Saturn St,San Francisco,CA,94114,2749000,3,2.0,San Francisco,2435,2495,1908,7,1129,,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/22-Saturn-St-94114/home/673564,San Francisco MLS,421596215,N,Y,37.7628658,-122.4413936
MLS Listing,,Condo/Co-op,3823 Clay St,San Francisco,CA,94118,2200000,3,2.0,San Francisco,2005,,,7,1097,323,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3823-Clay-St-94118/home/970317,San Francisco MLS,421587942,N,Y,37.78773,-122.455826
MLS Listing,,Multi-Family (5+ Unit),35 Brosnan St,San Francisco,CA,94103,5500000,0,,San Francisco,9264,4125,1926,7,594,,Active,,,http://www.redfin.com/CA/San-Francisco/35-Brosnan-St-94103/home/1590633,San Francisco MLS,421596192,N,Y,37.7685744,-122.4231269
MLS Listing,,Single Family Residential,174 Cayuga Ave,San Francisco,CA,94112,999000,2,1.0,San Francisco,1175,1875,1941,7,850,,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/174-Cayuga-Ave-94112/home/938411,San Francisco MLS,421596133,N,Y,37.730862,-122.4325775
MLS Listing,,Vacant Land,256 Bemis St,SAN FRANCISCO,CA,94131,799000,,,SAN FRANCISCO,,2100,,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/256-Bemis-St-94131/home/110067187,MLSListings,ML81863261,N,Y,37.7363641,-122.4321052
MLS Listing,,Condo/Co-op,88 King St #422,San Francisco,CA,94107,1050000,1,1.0,San Francisco,934,82157,2000,7,1124,1135,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-422/home/2038051,San Francisco MLS,421595412,N,Y,37.7807011,-122.3892619
MLS Listing,,Single Family Residential,48 Clarendon Ave,San Francisco,CA,94114,4998000,4,5.0,San Francisco,3882,2596,1988,7,1287,,Active,,,http://www.redfin.com/CA/San-Francisco/48-Clarendon-Ave-94114/home/2031535,San Francisco MLS,421596136,N,Y,37.7590322,-122.4501477
MLS Listing,,Single Family Residential,209 Garfield St,San Francisco,CA,94132,875000,0,1.0,Ingelside,1000,2199,1940,7,875,,Active,,,http://www.redfin.com/CA/San-Francisco/209-Garfield-St-94132/home/1512153,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40967645,N,Y,37.7195379,-122.4647031
MLS Listing,,Multi-Family (5+ Unit),4725 Irving St,San Francisco,CA,94122,2600000,0,,San Francisco,6738,5000,1959,7,386,,Active,,,http://www.redfin.com/CA/San-Francisco/4725-Irving-St-94122/home/1182414,San Francisco MLS,421595970,N,Y,37.761989,-122.5086761
MLS Listing,,Single Family Residential,1610 La Salle Ave,San Francisco,CA,94124,1100000,3,2.0,San Francisco,1531,2338,1952,7,718,,Active,,,http://www.redfin.com/CA/San-Francisco/1610-La-Salle-Ave-94124/home/1598217,BAREIS,421596033,N,Y,37.7367577,-122.3888287
MLS Listing,,Single Family Residential,635 Joost Ave,San Francisco,CA,94127,1195000,2,2.5,San Francisco,1275,2500,1900,7,937,,Active,September-25-2021 12:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/635-Joost-Ave-94127/home/1900563,San Francisco MLS,421596087,N,Y,37.7321224,-122.4497095
MLS Listing,,Condo/Co-op,2217 Pacific Ave #4,San Francisco,CA,94115,1695000,2,1.0,San Francisco,,,1904,7,,541,Active,,,http://www.redfin.com/CA/San-Francisco/2217-Pacific-Ave-94115/unit-4/home/567940,San Francisco MLS,421595952,N,Y,37.793421,-122.432139
MLS Listing,,Single Family Residential,209 Montcalm St,San Francisco,CA,94110,2497000,3,2.5,San Francisco,2385,1750,1997,7,1047,,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/209-Montcalm-St-94110/home/754903,San Francisco MLS,421595781,N,Y,37.7457868,-122.4080901
MLS Listing,,Condo/Co-op,220 Lombard St #114,San Francisco,CA,94111,735000,1,1.0,San Francisco,700,,1993,7,1050,894,Active,September-26-2021 01:00 PM,September-26-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-114/home/102813835,San Francisco MLS,421595673,N,Y,37.8042436,-122.4054002
MLS Listing,,Single Family Residential,135 Montecito Ave,San Francisco,CA,94112,1695000,3,2.0,San Francisco,2227,4556,1923,7,761,,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/135-Montecito-Ave-94112/home/1710678,San Francisco MLS,421596056,N,Y,37.7300628,-122.4547076
MLS Listing,,Single Family Residential,115 San Juan Ave,San Francisco,CA,94112,1488000,3,3.5,San Francisco,2415,,1937,7,616,,Active,,,http://www.redfin.com/CA/San-Francisco/115-San-Juan-Ave-94112/home/697633,San Francisco MLS,421595868,N,Y,37.7248241,-122.4374845
MLS Listing,,Condo/Co-op,1350 California St #408,San Francisco,CA,94109,1150000,2,1.0,San Francisco,965,14172,1984,7,1192,780,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1350-California-St-94109/unit-408/home/550466,San Francisco MLS,421593642,N,Y,37.7913947,-122.4167438
